Fund Name, Type, Replication method, Inception date, Fund size [M€], Distribution policy, WKN, ISIN, 
Lyxor STOXX Europe 600 Utilities UCITS ETF - Dist, Equity Utilities, Swap based; Unfunded, 02.07.20, 9, Distributing, LYX04T, LU2082999215, 
iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE), Equity Dividend Asia Pacific, Full replication, 27.03.06, 261, Distributing, A0H074, DE000A0H0744, 
iShares Asia Pacific Dividend UCITS ETF, Equity Dividend Asia Pacific, Full replication, 02.06.06, 339, Distributing, A0J203, IE00B14X4T88, 
L&G Quality Equity Dividends ESG Exclusions Asia Pacific ex-Japan UCITS ETF, Equity Dividend Asia Pacific, Optimized; sampling, 15.04.21, 20, Distributing, A2QK9W, IE00BMYDMB35, 
SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF (Dist), Equity Dividend Asia Pacific, Optimized; sampling, 14.05.13, 147, Distributing, A1T8GC, IE00B9KNR336, 
iShares Emerging Markets Dividend UCITS ETF, Equity Dividend Emerging Markets, Optimized; sampling, 25.11.11, 487, Distributing, A1JNZ9, IE00B652H904, 
Fidelity Emerging Markets Quality Income UCITS ETF, Equity Dividend Emerging Markets, Full replication, 30.10.17, 8, Accumulating, A2DWQW, IE00BYSX4846, 
Fidelity Emerging Markets Quality Income UCITS ETF, Equity Dividend Emerging Markets, Full replication, 09.09.19, 83, Distributing, A2PQDR, IE00BYSX4739, 
L&G Quality Equity Dividends ESG Exclusions Emerging Markets UCITS ETF, Equity Dividend Emerging Markets, Optimized; sampling, 12.07.21, 17, Distributing, A2QK9V, IE00BMYDMC42, 
Invesco FTSE EM High Dividend Low Volatility UCITS ETF, Equity Dividend Emerging Markets, Full replication, 27.05.16, 148, Distributing, A2AHZU, IE00BYYXBF44, 
SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF (Dist), Equity Dividend Emerging Markets, Optimized; sampling, 14.10.11, 106, Distributing, A1JKSZ, IE00B6YX5B26, 
WisdomTree Emerging Markets Equity Income UCITS ETF, Equity Dividend Emerging Markets, Optimized; sampling, 14.11.14, 69, Distributing, A12HUR, IE00BQQ3Q067, 
WisdomTree Emerging Markets Equity Income UCITS ETF Acc, Equity Dividend Emerging Markets, Optimized; sampling, 02.11.16, 6, Accumulating, A2ARXB, IE00BDF12W49, 
BNP Paribas Easy ESG Dividend Europe UCITS ETF, Equity Dividend Europe, Swap based; Unfunded, 29.08.17, 14, Accumulating, A2DU5H, LU1615090864, 
Deka Euro iSTOXX ex Fin Dividend Plus UCITS ETF, Equity Dividend Europe, Full replication, 15.09.15, 366, Distributing, ETFL48, DE000ETFL482, 
Invesco EURO STOXX High Dividend Low Volatility UCITS ETF, Equity Dividend Europe, Full replication, 06.01.16, 23, Distributing, A2ABHF, IE00BZ4BMM98, 
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D, Equity Dividend Europe, Full replication, 01.06.07, 242, Distributing, DBX1D3, LU0292095535, 
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE), Equity Dividend Europe, Full replication, 03.05.05, 534, Distributing, 263528, DE0002635281, 
iShares Euro Dividend UCITS ETF, Equity Dividend Europe, Full replication, 28.10.05, 721, Distributing, A0HGV4, IE00B0M62S72, 
Deka EURO STOXX Select Dividend 30 UCITS ETF, Equity Dividend Europe, Full replication, 23.06.08, 155, Distributing, ETFL07, DE000ETFL078, 
Lyxor EURO STOXX Select Dividend 30 UCITS ETF, Equity Dividend Europe, Full replication, 01.09.08, 66, Distributing, ETF051, LU0378434236, 
iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc), Equity Dividend Europe, Full replication, 03.12.21, 1, Accumulating, A2QP38, DE000A2QP380, 
Fidelity Europe Quality Income UCITS ETF, Equity Dividend Europe, Full replication, 30.10.17, 12, Accumulating, A2DWQY, IE00BYSX4283, 
Fidelity Europe Quality Income UCITS ETF, Equity Dividend Europe, Full replication, 09.09.19, 14, Distributing, A2PPW8, IE00BYSX4176, 
Fidelity Europe Quality Income UCITS ETF, Equity Dividend Europe, Full replication, 29.11.17, 1, Accumulating, A2DWQX, IE00BYSX4408, 
L&G Quality Equity Dividends ESG Exclusions Europe ex-UK UCITS ETF, Equity Dividend Europe, Optimized; sampling, 15.04.21, 29, Distributing, A2QK9U, IE00BMYDM919, 
Franklin European Quality Dividend UCITS ETF, Equity Dividend Europe, Full replication, 06.09.17, 49, Distributing, A2DTF2, IE00BF2B0L69, 
Amundi ETF MSCI EMU High Dividend UCITS ETF EUR (C), Equity Dividend Europe, Swap based; Unfunded, 03.03.09, 214, Accumulating, A0RF42, FR0010717090, 
Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C), Equity Dividend Europe, Swap based; Unfunded, 31.01.18, 92, Accumulating, A2H57N, LU1681041973, 
iShares MSCI Europe Quality Dividend ESG UCITS ETF EUR (Dist), Equity Dividend Europe, Optimized; sampling, 12.06.17, 542, Distributing, A2DRG4, IE00BYYHSM20, 
Lyxor S&P Eurozone ESG Dividend Aristocrats (DR) UCITS ETF - Dist, Equity Dividend Europe, Full replication, 19.08.13, 22, Distributing, LYX0RD, LU0959210278, 
SPDR S&P Euro Dividend Aristocrats ESG UCITS ETF (Dist), Equity Dividend Europe, Full replication, 03.06.21, 6, Distributing, A3CNJK, IE00BYTH5T38, 
SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist), Equity Dividend Europe, Full replication, 28.02.12, 1097, Distributing, A1JT1B, IE00B5M1WJ87, 
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE), Equity Dividend Europe, Full replication, 03.05.05, 341, Distributing, 263529, DE0002635299, 
Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist, Equity Dividend Europe, Swap based; Unfunded, 25.10.06, 167, Distributing, LYX0Y9, LU1812092168, 
WisdomTree Europe Equity UCITS ETF EUR Acc, Equity Dividend Europe, Full replication, 02.11.15, 9, Accumulating, A1403C, IE00BYQCZX56, 
WisdomTree Europe Equity UCITS ETF CHF Hedged Acc, Equity Dividend Europe, Full replication, 02.02.16, 2, Accumulating, A2AB75, IE00BYQCZT11, 
WisdomTree Europe Equity UCITS ETF GBP Hedged, Equity Dividend Europe, Full replication, 02.11.15, 55, Distributing, A143HZ, IE00BYQCZQ89, 
WisdomTree Europe Equity UCITS ETF USD Hedged, Equity Dividend Europe, Full replication, 18.05.15, 20, Distributing, A14SCC, IE00BVXBH163, 
WisdomTree Europe Equity UCITS ETF USD Hedged Acc, Equity Dividend Europe, Full replication, 01.11.16, 22, Accumulating, A2AB76, IE00BYQCZP72, 
WisdomTree Europe Equity Income UCITS ETF, Equity Dividend Europe, Full replication, 21.10.14, 23, Distributing, A12HUT, IE00BQZJBX31, 
WisdomTree Europe Equity Income UCITS ETF Acc, Equity Dividend Europe, Full replication, 03.11.16, 6, Accumulating, A2DHPT, IE00BDF16007, 
HANetf Alerian Midstream Energy Dividend UCITS ETF, Equity Dividend North America, Swap based; Unfunded, 27.07.20, 16, Distributing, A2P4PH, IE00BKPTXQ89, 
Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C, Equity Dividend North America, Full replication, 29.01.14, 151, Accumulating, A1W9VB, IE00BH361H73, 
Fidelity Global Quality Income UCITS ETF, Equity Dividend World, Full replication, 27.03.17, 402, Distributing, A2DL7E, IE00BYXVGZ48, 
Fidelity Global Quality Income UCITS ETF (CHF Hedged), Equity Dividend World, Full replication, 22.06.20, 24, Distributing, A2P6P1, IE00BMG8GR03, 
Fidelity Global Quality Income UCITS ETF (EUR Hedged), Equity Dividend World, Full replication, 29.11.17, 24, Distributing, A2DWQ2, IE00BYV1YH46, 
Fidelity Global Quality Income UCITS ETF (GBP Hedged), Equity Dividend World, Full replication, 29.11.17, 32, Distributing, A2DWQ1, IE00BYV1YF22, 
Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing, Equity Dividend World, Optimized; sampling, 21.05.13, 3508, Distributing, A1T8FV, IE00B8GKDB10, 
Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc, Equity Dividend World, Optimized; sampling, 24.09.19, 526, Accumulating, A2PLTB, IE00BK5BR626, 
Franklin Global Quality Dividend UCITS ETF, Equity Dividend World, Full replication, 06.09.17, 42, Distributing, A2DTF0, IE00BF2B0M76, 
VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF, Equity Dividend World, Full replication, 23.05.16, 397, Distributing, A2JAHJ, NL0011683594, 
iShares MSCI World Quality Dividend ESG UCITS ETF USD (Dist), Equity Dividend World, Full replication, 12.06.17, 733, Distributing, A2DRG5, IE00BYYHSQ67, 
iShares MSCI World Quality Dividend ESG UCITS ETF USD (Acc), Equity Dividend World, Full replication, 14.05.20, 142, Accumulating, A2P3WJ, IE00BKPSFC54, 
UBS ETF (IE) S&P Dividend Aristocrats ESG UCITS ETF (USD) A-dis, Equity Dividend World, Full replication, 04.09.14, 190, Distributing, A11471, IE00BMP3HG27, 
UBS ETF (IE) S&P Dividend Aristocrats ESG UCITS ETF (hedged to EUR) A-dis, Equity Dividend World, Full replication, 15.09.21, 2, Distributing, A3CMCV, IE00BM9TV208, 
SPDR S&P Global Dividend Aristocrats UCITS ETF, Equity Dividend World, Optimized; sampling, 14.05.13, 976, Distributing, A1T8GD, IE00B9CQXS71, 
SPDR S&P Global Dividend Aristocrats ESG UCITS ETF (Dist), Equity Dividend World, Full replication, 03.06.21, 14, Distributing, A3CNJH, IE00BYTH5S21, 
Lyxor SG Global Quality Income NTR UCITS ETF - Dist, Equity Dividend World, Swap based; Unfunded, 25.09.12, 93, Distributing, LYX0PP, LU0832436512, 
Global X SuperDividend UCITS ETF USD Accumulating, Equity Dividend World, Full replication, 15.02.22, 0, Accumulating, A3E40M, IE000YICM5P9, 
Global X SuperDividend UCITS ETF USD Distributing, Equity Dividend World, Full replication, 15.02.22, 27, Distributing, A3DEKS, IE00077FRP95, 
Xtrackers STOXX Global Select Dividend 100 Swap UCITS ETF 1D, Equity Dividend World, Swap based; Unfunded, 01.06.07, 623, Distributing, DBX1DG, LU0292096186, 
iShares STOXX Global Select Dividend 100 UCITS ETF (DE), Equity Dividend World, Full replication, 25.09.09, 2133, Distributing, A0F5UH, DE000A0F5UH1, 
Deka DAXplus Maximum Dividend UCITS ETF, Equity Dividend Germany, Full replication, 03.04.09, 272, Distributing, ETFL23, DE000ETFL235, 
iShares DivDAX UCITS ETF (DE), Equity Dividend Germany, Full replication, 04.04.05, 537, Distributing, 263527, DE0002635273, 
Lyxor DivDAX (DR) UCITS ETF, Equity Dividend Germany, Full replication, 10.05.11, 79, Distributing, ETF003, LU0603933895, 
Lyxor 1 DivDAX® UCITS ETF, Equity Dividend Germany, Full replication, 30.10.15, 61, Distributing, ETF903, DE000ETF9033, 
WisdomTree Japan Equity UCITS ETF JPY Acc, Equity Dividend Japan, Optimized; sampling, 02.11.15, 156, Accumulating, A1403E, IE00BYQCZN58, 
WisdomTree Japan Equity UCITS ETF CHF Hedged Acc, Equity Dividend Japan, Optimized; sampling, 02.02.16, 2, Accumulating, A2AB8B, IE00BYQCZL35, 
WisdomTree Japan Equity UCITS ETF EUR Hedged Acc, Equity Dividend Japan, Optimized; sampling, 03.11.15, 53, Accumulating, A1403D, IE00BYQCZJ13, 
WisdomTree Japan Equity UCITS ETF GBP Hedged, Equity Dividend Japan, Optimized; sampling, 02.11.15, 304, Distributing, A143NM, IE00BYQCZF74, 
WisdomTree Japan Equity UCITS ETF USD Hedged, Equity Dividend Japan, Optimized; sampling, 18.05.15, 32, Distributing, A14SCB, IE00BVXC4854, 
WisdomTree Japan Equity UCITS ETF USD Hedged Acc, Equity Dividend Japan, Optimized; sampling, 09.03.17, 46, Accumulating, A2AB8C, IE00BYQCZD50, 
L&G Quality Equity Dividends ESG Exclusions UK UCITS ETF, Equity Dividend United Kingdom, Full replication, 15.04.21, 46, Distributing, A2QRY0, IE00BMYDM802, 
iShares UK Dividend UCITS ETF, Equity Dividend United Kingdom, Full replication, 04.11.05, 950, Distributing, A0HGV6, IE00B0M63060, 
SPDR S&P UK Dividend Aristocrats UCITS ETF (Dist), Equity Dividend United Kingdom, Full replication, 28.02.12, 129, Distributing, A1JT1C, IE00B6S2Z822, 
WisdomTree UK Equity Income UCITS ETF, Equity Dividend United Kingdom, Full replication, 28.09.15, 11, Distributing, A14YTZ, IE00BYPGTJ26, 
Invesco Preferred Shares UCITS ETF, Equity Dividend United States, Full replication, 28.09.17, 93, Distributing, A2DVWJ, IE00BDVJF675, 
Invesco Preferred Shares UCITS ETF A, Equity Dividend United States, Full replication, 07.12.18, 50, Accumulating, A2N9VM, IE00BG482169, 
Invesco Preferred Shares UCITS UCITS ETF CHF Hedged, Equity Dividend United States, Full replication, 08.05.18, 0, Accumulating, A2JEE3, IE00BDT8TZ34, 
Invesco Preferred Shares UCITS UCITS ETF EUR Hedged, Equity Dividend United States, Full replication, 16.04.18, 22, Distributing, A2JEE2, IE00BDT8V027, 
iShares Dow Jones US Select Dividend UCITS ETF (DE), Equity Dividend United States, Full replication, 28.09.05, 333, Distributing, A0D8Q4, DE000A0D8Q49, 
Fidelity US Quality Income UCITS ETF, Equity Dividend United States, Full replication, 27.03.17, 823, Distributing, A2DL7C, IE00BYXVGX24, 
Fidelity US Quality Income UCITS ETF Acc, Equity Dividend United States, Full replication, 27.03.17, 263, Accumulating, A2DL7D, IE00BYXVGY31, 
Fidelity US Quality Income UCITS ETF Acc (EUR Hedged), Equity Dividend United States, Full replication, 20.11.17, 22, Accumulating, A2DWQ0, IE00BYV1Y969, 
Fidelity US Quality Income UCITS ETF Acc (GBP Hedged), Equity Dividend United States, Full replication, 20.11.17, 6, Accumulating, A2DWQZ, IE00BYV03C98, 
iShares MSCI USA Quality Dividend ESG UCITS ETF USD (Dist), Equity Dividend United States, Full replication, 06.06.14, 507, Distributing, A111YB, IE00BKM4H312, 
First Trust US Equity Income UCITS ETF Dist, Equity Dividend United States, Full replication, 14.04.16, 193, Distributing, A2AEY8, IE00BZBW4Z27, 
First Trust US Equity Income UCITS ETF Acc, Equity Dividend United States, Full replication, 09.05.17, 35, Accumulating, A2DLWP, IE00BD6GCF16, 
UBS ETF (IE) S&P USA Dividend Aristocrats ESG Elite UCITS ETF (USD) A-dis, Equity Dividend United States, Full replication, 26.06.23, -, Distributing, A3D46D, IE000JQ2IJD3, 
UBS ETF (IE) S&P USA Dividend Aristocrats ESG Elite UCITS ETF (hedged to EUR) A-dis, Equity Dividend United States, Full replication, 26.06.23, -, Distributing, A3D46G, IE000S6476U8, 
SPDR S&P US Dividend Aristocrats ESG UCITS ETF (Dist), Equity Dividend United States, Full replication, 03.06.21, 27, Distributing, A3CNJJ, IE00BYTH5R14, 
SPDR S&P US Dividend Aristocrats UCITS ETF, Equity Dividend United States, Full replication, 14.10.11, 3650, Distributing, A1JKS0, IE00B6YX5D40, 
SPDR S&P U.S. Dividend Aristocrats UCITS ETF EUR Hedged Dist, Equity Dividend United States, Full replication, 14.06.19, 124, Distributing, A2PFYX, IE00B979GK47, 
First Trust Value Line® Dividend Index UCITS ETF Acc, Equity Dividend United States, Full replication, 17.12.19, 16, Accumulating, A2PZMV, IE00BKVKW020, 
Invesco Variable Rate Preferred Shares UCITS ETF, Equity Dividend United States, Full replication, 03.10.18, 10, Distributing, A2JRFU, IE00BG21M733, 
Invesco Variable Rate Preferred Shares UCITS ETF A, Equity Dividend United States, Full replication, 07.12.18, 1, Accumulating, A2N9VL, IE00BHJYDT11, 
WisdomTree US Equity Income UCITS ETF, Equity Dividend United States, Full replication, 21.10.14, 34, Distributing, A12HUV, IE00BQZJBQ63, 
WisdomTree US Equity Income UCITS ETF Acc, Equity Dividend United States, Full replication, 03.11.16, 39, Accumulating, A2ARXC, IE00BD6RZT93, 
WisdomTree US Equity Income UCITS ETF EUR Hedged Acc, Equity Dividend United States, Full replication, 07.11.16, 1, Accumulating, A2AS6C, IE00BD6RZW23, 
WisdomTree US Equity Income UCITS ETF GBP Hedged Acc, Equity Dividend United States, Full replication, 01.11.16, 75, Accumulating, A2DH1W, IE00BD6RZZ53, 
Invesco NASDAQ-100 Equal Weight UCITS ETF Acc, Equity Equal Weighted, Full replication, 10.07.23, -, Accumulating, A3EE27, IE000L2SA8K5, 
Xtrackers S&P 500 Equal Weight ESG UCITS ETF 1C, Equity Equal Weighted, Full replication, 06.12.22, 492, Accumulating, DBX0S3, IE0004MFRED4, 
Xtrackers S&P 500 Equal Weight ESG UCITS ETF 2C EUR Hedged, Equity Equal Weighted, Full replication, 17.05.23, 129, Accumulating, DBX0T1, IE000IDLWOL4, 
Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF UCITS ETF DR – USD Capitalisation, Equity Equal Weighted, Full replication, 24.05.22, 552, Accumulating, A3DH0B, IE000LAP5Z18, 
Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF UCITS ETF Acc EUR Hedged Capitalisation, Equity Equal Weighted, Full replication, 22.06.23, 1, Accumulating, ETF088, IE000M86QRT4, 
Xtrackers S&P 500 Equal Weight UCITS ETF 1C, Equity Equal Weighted, Full replication, 10.06.14, 4739, Accumulating, A1106A, IE00BLNMYC90, 
Invesco S&P 500 Equal Weight UCITS ETF Acc, Equity Equal Weighted, Full replication, 06.04.21, 59, Accumulating, A2QP63, IE00BNGJJT35, 
Invesco S&P 500 Equal Weight UCITS ETF Dist, Equity Equal Weighted, Full replication, 06.04.21, 50, Distributing, A2QP64, IE00BM8QRY62, 
iShares S&P 500 Equal Weight UCITS ETF USD (Acc), Equity Equal Weighted, Full replication, 02.08.22, 598, Accumulating, A3DN3E, IE000MLMNYS0, 
Xtrackers S&P 500 Equal Weight UCITS ETF 2D, Equity Equal Weighted, Full replication, 08.03.23, 38, Distributing, DBX0TP, IE000CXLGK86, 
Xtrackers S&P 500 Equal Weight UCITS ETF 2C EUR Hedged, Equity Equal Weighted, Full replication, 03.11.21, 117, Accumulating, DBX0P9, IE0002EI5AG0, 
VanEck Sustainable European Equal Weight UCITS ETF, Equity Equal Weighted, Full replication, 01.10.14, 46, Distributing, A14PPP, NL0010731816, 
VanEck Sustainable World Equal Weight UCITS ETF A, Equity Equal Weighted, Full replication, 13.05.13, 590, Distributing, A12HWR, NL0010408704, 
Amundi US Tech 100 Equal Weight UCITS ETF DR USD D, Equity Equal Weighted, Full replication, 10.11.22, 473, Distributing, ETF026, IE000Y9MG996, 
Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR), Equity Equal Weighted, Sampling, 16.05.11, 239, Accumulating, A1JH12, LU0599613147, 
Ossiam Barclays Quantic Global E NR UCITS ETF 1C (EUR), Equity Fundamental/Quality, Swap based, 19.07.22, -, Accumulating, A3DPYD, LU2491211004, 
BNP Paribas Easy ESG Quality Europe UCITS ETF, Equity Fundamental/Quality, Swap based; Unfunded, 07.06.16, 82, Accumulating, A2AL31, LU1377382103, 
BNP Paribas Easy ESG Quality Europe UCITS ETF, Equity Fundamental/Quality, Swap based; Unfunded, 31.01.17, 5, Distributing, A2DHWH, LU1481201611, 
First Trust Capital Strength UCITS ETF Acc, Equity Fundamental/Quality, Full replication, 27.01.20, 19, Accumulating, A2PYF3, IE00BL0L0D23, 
Invesco FTSE RAFI All World 3000 UCITS ETF, Equity Fundamental/Quality, Optimized; sampling, 03.12.07, 50, Distributing, A0M2EN, IE00B23LNQ02, 
Invesco FTSE RAFI Emerging Markets UCITS ETF, Equity Fundamental/Quality, Full replication, 19.11.07, 25, Distributing, A0M2EK, IE00B23D9570, 
Invesco FTSE RAFI Europe UCITS ETF, Equity Fundamental/Quality, Full replication, 19.11.07, 7, Distributing, A0M2EC, IE00B23D8X81, 
Invesco FTSE RAFI US 1000 UCITS ETF, Equity Fundamental/Quality, Full replication, 12.11.07, 407, Distributing, A0M2EA, IE00B23D8S39, 
UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (EUR) A-dis, Equity Fundamental/Quality, Full replication, 18.08.15, 131, Distributing, A14XG5, LU1215451524, 
UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (hedged to CHF) A-acc, Equity Fundamental/Quality, Full replication, 20.10.15, 24, Accumulating, A14XG6, LU1215452092, 
Amundi MSCI Europe Quality Factor UCITS ETF EUR (C), Equity Fundamental/Quality, Swap based; Unfunded, 22.03.18, 465, Accumulating, A2H59G, LU1681041890, 
iShares Edge MSCI Europe Quality Factor UCITS ETF, Equity Fundamental/Quality, Optimized; sampling, 16.01.15, 295, Accumulating, A12DPM, IE00BQN1K562, 
iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Dist), Equity Fundamental/Quality, Optimized; sampling, 23.02.18, 24, Distributing, A2JDDB, IE00BG13YG34, 
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis, Equity Fundamental/Quality, Full replication, 26.08.15, 861, Distributing, A14XMA, IE00BX7RRJ27, 
UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to CHF) A-acc, Equity Fundamental/Quality, Full replication, 25.04.23, 27, Accumulating, A3D7XQ, IE000S9T0WR9, 
