Country,week day,day,meaning,type,notes
germany,Sunday,May 10,Mother's Day,Muttertag,Not A Public Holiday,2nd Sunday in May. Not a public holiday
germany,Thursday,May 14,Father's Day,Vatertag,Not A Public Holiday,Celebrated on Ascension Day
germany,Thursday,May 14,Ascension Day,Christi Himmelfahrt,Public Holiday,39 days after Easter Sunday
germany,Monday,May 25,Whit Monday,Pfingstmontag,Public Holiday,7th Monday after Easter
germany,Thursday,Jun 04,Corpus Christi,Fronleichnam,Regional Holiday,Several states
germany,Saturday,Aug 15,Assumption Day,Mariä Himmelfahrt,Regional Holiday,Bavaria; Saarland
germany,Sunday,Sep 20,World Children's Day,Weltkindertag,Regional Holiday,Not confirmed
germany,Saturday,Oct 03,German Unity Day,Tag der Deutschen Einheit,Public Holiday,National Day
germany,Saturday,Oct 31,Reformation Day,Reformationstag,Regional Holiday,Several states
germany,Sunday,Nov 01,All Saints' Day,Allerheiligen,Regional Holiday,Several states
germany,Wednesday,Nov 18,Repentance Day,Buß- und Bettag,Regional Holiday,Saxony
germany,Friday,Dec 25,Christmas Day,Weihnachtstag,Public Holiday,
germany,Saturday,Dec 26,St. Stephen's Day,Zweiter Weihnachtsfeiertag,Public Holiday,Second day of Christmas
ghana,Thursday,Jan 01,New Year's Day,Public Holiday,
ghana,Friday,Jan 09,Constitution Day,Public Holiday,Moved to Fri 9 Jan
ghana,Friday,Mar 06,Independence Day,Public Holiday,National Day
ghana,Friday,Mar 20,Eid ul-Fitr,Public Holiday,End of Ramadan
ghana,Saturday,Mar 21,Eid ul-Fitr,Public Holiday,Day after Eid al-Fitr
ghana,Friday,Apr 03,Good Friday,Public Holiday,
ghana,Monday,Apr 06,Easter Monday,Public Holiday,
ghana,Friday,May 01,Workers' Day,Public Holiday,International Workers' Day
ghana,Monday,May 25,African Union Day,Not A Public Holiday,Commemorative Day
ghana,Thursday,May 28,Eidul-Adha,Public Holiday,Feast of the Sacrifice
ghana,Wednesday,Jul 01,Republic Day,Public Holiday,
ghana,Monday,Sep 21,Founder's Day (in lieu),Public Holiday,
ghana,Friday,Dec 04,Farmer's Day,Public Holiday,1st Friday in December
ghana,Friday,Dec 25,Christmas Day,Public Holiday,
ghana,Saturday,Dec 26,Boxing Day,Public Holiday,
gibraltar,Thursday,Jan 01,New Year's Day,National Holiday,
gibraltar,Monday,Feb 16,Winter Midterm Bank Holiday,National Holiday,Third Monday in February
gibraltar,Friday,Apr 03,Good Friday,National Holiday,
gibraltar,Monday,Apr 06,Easter Monday,National Holiday,
gibraltar,Tuesday,Apr 28,Workers' Memorial Day,National Holiday,Usually on 28 April
gibraltar,Friday,May 01,May Day,National Holiday,International Workers' Day
gibraltar,Monday,May 25,Spring Bank Holiday,National Holiday,Last Monday in May
gibraltar,Monday,Jun 15,King Charles' Birthday,National Holiday,Third Monday in June
gibraltar,Monday,Aug 31,Late Summer Bank Holiday,National Holiday,Last Monday in August
gibraltar,Thursday,Sep 10,National Day,National Holiday,10 September or following Monday
gibraltar,Friday,Dec 25,Christmas Day,National Holiday,
gibraltar,Monday,Dec 28,Boxing Day (in lieu),National Holiday,
greece,Thursday,Jan 01,New Year's Day,
greece,Tuesday,Jan 06,Epiphany,
greece,Monday,Feb 23,Clean Monday,Orthodox Shrove Monday
greece,Wednesday,Mar 25,Greek Independence Day,
greece,Friday,Apr 10,Orthodox Good Friday,
greece,Saturday,Apr 11,Great Saturday,Orthodox Holy Saturday
greece,Sunday,Apr 12,Orthodox Easter Day,
greece,Monday,Apr 13,Orthodox Easter Monday,
greece,Friday,May 01,Protomagia,International Workers' Day
greece,Sunday,May 31,Orthodox Pentecost,
greece,Monday,Jun 01,Holy Spirit Monday,
greece,Saturday,Aug 15,Dormition of the Virgin Mary,The Falling Asleep of the Virgin
greece,Wednesday,Oct 28,National Anniversary Day,The Ochi day
greece,Friday,Dec 25,Christmas Day,
greece,Saturday,Dec 26,Synaxis of the Mother of God,
greenland,Thursday,Jan 01,New Year's Day,National Holiday,
greenland,Tuesday,Jan 06,Epiphany,National Holiday,
greenland,Thursday,Apr 02,Maundy Thursday,National Holiday,Thursday before Easter Sunday
greenland,Friday,Apr 03,Good Friday,National Holiday,
greenland,Monday,Apr 06,Easter Monday,National Holiday,
greenland,Friday,May 01,General Prayer Day,National Holiday,The 4th Friday after Easter
greenland,Thursday,May 14,Ascension Day,National Holiday,39 days after Easter Sunday
greenland,Monday,May 25,Whit Monday,National Holiday,7th Monday after Easter
greenland,Sunday,Jun 21,Ullortuneq,National Holiday,National Day
greenland,Thursday,Dec 24,Christmas Eve,National Holiday,
greenland,Friday,Dec 25,Christmas Day,National Holiday,First Day of Christmas
greenland,Saturday,Dec 26,Second Day of Christmas,National Holiday,
greenland,Thursday,Dec 31,New Year's Eve,National Holiday,
grenada,Thursday,Jan 01,New Year's Day,National Holiday,
grenada,Saturday,Feb 07,Independence Day,National Holiday,National Day
grenada,Friday,Apr 03,Good Friday,National Holiday,
grenada,Monday,Apr 06,Easter Monday,National Holiday,
grenada,Friday,May 01,Labour Day,National Holiday,International Workers' Day
grenada,Monday,May 25,Whit Monday,National Holiday,7th Monday after Easter
grenada,Thursday,Jun 04,Corpus Christi,National Holiday,Second Thursday after Whitsun
grenada,Monday,Aug 03,Emancipation Day (in lieu),National Holiday,
grenada,Monday,Aug 10,Carnival Monday,National Holiday,Monday before Second Tuesday in August
grenada,Tuesday,Aug 11,Carnival Tuesday,National Holiday,Second Tuesday in August
grenada,Monday,Oct 19,National Heroes Day,National Holiday,
grenada,Sunday,Oct 25,Thanksgiving,National Holiday,
grenada,Monday,Oct 26,Thanksgiving (in lieu),National Holiday,
grenada,Friday,Dec 25,Christmas Day,National Holiday,
grenada,Saturday,Dec 26,Boxing Day,National Holiday,
guadeloupe,Thursday,Jan 01,New Year's Day,National Holiday,
guadeloupe,Monday,Feb 16,Carnival Monday,National Holiday,Widely observed by the private sector
guadeloupe,Tuesday,Feb 17,Mardi Gras,National Holiday,Widely observed by the private sector
guadeloupe,Wednesday,Feb 18,Ash Wednesday,National Holiday,Widely observed by the private sector
guadeloupe,Thursday,Mar 05,Mid-Lent,National Holiday,Widely observed by the private sector
guadeloupe,Friday,Apr 03,Good Friday,Not A Public Holiday,Banks
guadeloupe,Monday,Apr 06,Easter Monday,National Holiday,
guadeloupe,Friday,May 01,Labour Day,National Holiday,International Workers' Day
guadeloupe,Friday,May 08,Victory Day,National Holiday,
guadeloupe,Thursday,May 14,Ascension Day,National Holiday,39 days after Easter Sunday
guadeloupe,Monday,May 25,Whit Monday,National Holiday,7th Monday after Easter
guadeloupe,Wednesday,May 27,Abolition Day,National Holiday,
guadeloupe,Tuesday,Jul 14,National Day,National Holiday,
guadeloupe,Saturday,Aug 15,Assumption Day,National Holiday,
guadeloupe,Sunday,Nov 01,All Saints' Day,National Holiday,
guadeloupe,Wednesday,Nov 11,Armistice Day,National Holiday,
guadeloupe,Friday,Dec 25,Christmas Day,National Holiday,
guam,Thursday,Jan 01,New Year's Day,Public Holiday,Federal Holiday
guam,Monday,Jan 19,Martin Luther King Jr. Day,Public Holiday,3rd Monday in January
guam,Monday,Mar 02,History and Chamorro Heritage Day,Public Holiday,First Monday in March
guam,Monday,May 25,Memorial Day,Public Holiday,Last Monday in May
guam,Saturday,Jul 04,Independence Day,Public Holiday,
guam,Tuesday,Jul 21,Guam Liberation Day,Public Holiday,
guam,Monday,Sep 07,Labor Day,Public Holiday,1st Monday in September
guam,Monday,Nov 02,All Souls' Day,Public Holiday,
guam,Wednesday,Nov 11,Veterans Day,Public Holiday,
guam,Thursday,Nov 26,Thanksgiving,Public Holiday,4th Thursday in November
guam,Tuesday,Dec 08,Santa Marian Kamalen Day,Public Holiday,
guam,Friday,Dec 25,Christmas Day,Public Holiday,
guatemala,Thursday,Jan 01,New Year's Day,National Holiday,
guatemala,Thursday,Apr 02,Holy Thursday,National Holiday,Thursday before Easter Sunday
guatemala,Friday,Apr 03,Good Friday,National Holiday,
guatemala,Saturday,Apr 04,Holy Saturday,National Holiday,
guatemala,Friday,May 01,Labour Day,National Holiday,International Workers' Day
guatemala,Tuesday,Jun 30,Army Day,National Holiday,
guatemala,Saturday,Aug 15,Assumption Day,Regional Holiday,Guatemala City
guatemala,Tuesday,Sep 15,Independence Day,National Holiday,National Day
guatemala,Tuesday,Oct 20,Revolution Day,National Holiday,
guatemala,Sunday,Nov 01,All Saints' Day,National Holiday,
guatemala,Thursday,Dec 24,Christmas Eve,National Holiday,Afternoon only
guatemala,Friday,Dec 25,Christmas Day,National Holiday,
guatemala,Thursday,Dec 31,New Year's Eve,National Holiday,Afternoon only
guernsey,Thursday,Jan 01,New Year's Day,National Holiday,
guernsey,Sunday,Mar 15,Mothering Sunday,Not A Public Holiday,Not a Public Holiday
guernsey,Friday,Apr 03,Good Friday,National Holiday,
guernsey,Monday,Apr 06,Easter Monday,National Holiday,
guernsey,Monday,May 04,May Bank,National Holiday,First Monday in May
guernsey,Saturday,May 09,Liberation day,National Holiday,
guernsey,Monday,May 25,Spring Bank Holiday,National Holiday,Last Monday in May
guernsey,Sunday,Jun 21,Father's Day,Not A Public Holiday,Not a Public Holiday
guernsey,Monday,Aug 31,Summer Bank Holiday,National Holiday,Last Monday in August
guernsey,Friday,Dec 25,Christmas Day,National Holiday,
guernsey,Monday,Dec 28,Boxing Day (in lieu),National Holiday,
guinea,Thursday,Jan 01,New Year's Day,National Holiday,
guinea,Tuesday,Mar 17,Lialat-al-Qadar,National Holiday,Celebrated on the 27th day of Ramadan
guinea,Friday,Mar 20,Korité,National Holiday,End of Ramadan
guinea,Monday,Apr 06,Easter Monday,National Holiday,
guinea,Friday,May 01,Labour Day,National Holiday,International Workers' Day
guinea,Monday,May 25,Africa Day,National Holiday,African Unity Day
guinea,Thursday,May 28,Tabaski,National Holiday,Feast of the Sacrifice
guinea,Saturday,Aug 15,Assumption Day,National Holiday,
guinea,Tuesday,Aug 25,Mouloud,National Holiday,Birthday of Prophet Muhammad
guinea,Friday,Oct 02,Independence Day,National Holiday,National Day
guinea,Sunday,Nov 01,All Saints' Day,National Holiday,
guinea,Friday,Dec 25,Christmas Day,National Holiday,
guinea-bissau,Thursday,Jan 01,New Year's Day,
guinea-bissau,Tuesday,Jan 20,National Heroes' Day,
guinea-bissau,Sunday,Mar 08,International Women's Day,
guinea-bissau,Friday,Mar 20,Korité,End of Ramadan
guinea-bissau,Friday,May 01,Labour Day,International Workers' Day
guinea-bissau,Thursday,May 28,Tabaski,Feast of the Sacrifice
guinea-bissau,Monday,Aug 03,Pidjiguiti Day,
guinea-bissau,Thursday,Sep 24,Independence Day,National Day
guinea-bissau,Saturday,Nov 14,Readjustment Movement Day,
guinea-bissau,Friday,Dec 25,Christmas Day,
guyana,Thursday,Jan 01,New Year's Day,
guyana,Monday,Feb 23,Republic Day,
guyana,Tuesday,Mar 03,Phagwah,
guyana,Friday,Apr 03,Good Friday,
guyana,Monday,Apr 06,Easter,
guyana,Friday,May 01,Labour Day,International Workers' Day
guyana,Tuesday,May 05,Arrival Day,
guyana,Tuesday,May 26,Independence Day,
guyana,Wednesday,May 27,Eid-Ul-Adha,Feast of the Sacrifice
guyana,Monday,Jul 06,Caricom Day,1st Monday in July
guyana,Saturday,Aug 01,Emancipation Day,
guyana,Monday,Aug 24,Youman-Nabi,Birthday of Prophet Muhammad
guyana,Sunday,Nov 08,Deepavali,Deepavali
guyana,Friday,Dec 25,Christmas Day,
guyana,Saturday,Dec 26,Boxing Day,
haiti,Thursday,Jan 01,Independence Day,National Holiday,
haiti,Friday,Jan 02,Ancestry Day,National Holiday,
haiti,Tuesday,Feb 17,Carnival Tuesday,National Holiday,Tuesday before Ash Wednesday
haiti,Wednesday,Feb 18,Ash Wednesday,National Holiday,
haiti,Friday,Apr 03,Good Friday,National Holiday,
haiti,Friday,May 01,Labour and Agriculture Day,National Holiday,International Workers' Day
haiti,Monday,May 18,Flag and Universities' Day,National Holiday,
haiti,Thursday,Jun 04,Corpus Christi,National Holiday,Ponto facultativo. Second Thursday after Whitsun
haiti,Saturday,Aug 15,Assumption Day,National Holiday,
haiti,Sunday,Sep 20,Dessalines Birthday,National Holiday,
haiti,Saturday,Oct 17,Dessalines Day,National Holiday,
haiti,Sunday,Nov 01,All Saints' Day,National Holiday,
haiti,Monday,Nov 02,All Souls' Day,National Holiday,
haiti,Wednesday,Nov 18,Battle of Vertières Day,National Holiday,
haiti,Friday,Dec 25,Christmas Day,National Holiday,
honduras,Thursday,Jan 01,New Year's Day,National Holiday,
honduras,Thursday,Mar 19,Father's Day,Not A Public Holiday,Celebrated on St. Joseph's Day
honduras,Monday,Mar 30,Holy Week Holiday,Government Holiday,Government only
honduras,Tuesday,Mar 31,Holy Week Holiday,Government Holiday,Government only
honduras,Wednesday,Apr 01,Holy Week Holiday,Government Holiday,Government only
honduras,Thursday,Apr 02,Holy Thursday,National Holiday,Thursday before Easter Sunday
honduras,Friday,Apr 03,Good Friday,National Holiday,
honduras,Saturday,Apr 04,Holy Saturday,National Holiday,
honduras,Sunday,Apr 05,Easter Day,National Holiday,
honduras,Monday,Apr 13,Panamerican Day,National Holiday,Americas' Day
honduras,Friday,May 01,Labour Day,National Holiday,International Workers' Day
honduras,Sunday,May 10,Mother's Day,Not A Public Holiday,2nd Sunday in May. Not a public holiday
honduras,Tuesday,Sep 15,Independence Day,National Holiday,
honduras,Thursday,Oct 01,Francisco Morazan's Birthday,National Holiday,
honduras,Friday,Oct 02,Discovery of America Day,National Holiday,Private sector after midday
honduras,Saturday,Oct 03,Army Day,National Holiday,Probable date
honduras,Friday,Dec 25,Christmas Day,National Holiday,
hong-kong,Thursday,Jan 01,New Year's Day,National Holiday,
hong-kong,Tuesday,Feb 17,Lunar New Year's Day,National Holiday,
hong-kong,Wednesday,Feb 18,The second day of Lunar New Year,National Holiday,2nd day of 1st lunar month
hong-kong,Thursday,Feb 19,The third day of Lunar New Year,National Holiday,3rd day of 1st lunar month
hong-kong,Friday,Apr 03,Good Friday,National Holiday,
hong-kong,Saturday,Apr 04,The day following Good Friday,National Holiday,
hong-kong,Sunday,Apr 05,Ching Ming Festival,National Holiday,Tomb Sweeping Day
hong-kong,Monday,Apr 06,The day following Ching Ming Festival,National Holiday,Tomb Sweeping Day
hong-kong,Tuesday,Apr 07,The day following Easter Monday,National Holiday,
hong-kong,Friday,May 01,Labour Day,National Holiday,
hong-kong,Sunday,May 24,The Birthday of the Buddha,National Holiday,
hong-kong,Monday,May 25,The Birthday of the Buddha Holiday,National Holiday,
hong-kong,Friday,Jun 19,Dragon Boat Festival,National Holiday,Tuen Ng Festival
hong-kong,Wednesday,Jul 01,Special Administration Region (SAR) Day,National Holiday,Fixed on Jul 1st
hong-kong,Saturday,Sep 26,The day following the Chinese Mid-Autumn Festival,National Holiday,
hong-kong,Thursday,Oct 01,Chinese National Day,National Holiday,
hong-kong,Monday,Oct 19,Chung Yeung Festival,National Holiday,Double Ninth Festival or Dual-Yang Festival
hong-kong,Friday,Dec 25,Christmas Day,National Holiday,
hong-kong,Saturday,Dec 26,The first weekday after Christmas Day,National Holiday,Family Day
hungary,Thursday,Jan 01,New Year's Day,National Holiday,
hungary,Friday,Jan 02,Public Holiday,National Holiday,Compensated by Sat 10 Jan
hungary,Sunday,Mar 15,Revolution Day,National Holiday,National Holiday
hungary,Friday,Apr 03,Good Friday,National Holiday,Friday before Easter Sunday
hungary,Sunday,Apr 05,Easter Sunday,National Holiday,
hungary,Monday,Apr 06,Easter Monday,National Holiday,Ducking Monday
hungary,Friday,May 01,Labour Day,National Holiday,Anniversary of the accession to the EU
hungary,Sunday,May 03,Mother's Day,Not A Public Holiday,1st Sunday in May. Not a public holiday
hungary,Sunday,May 24,Pentecost Sunday,National Holiday,50 Days after Easter
hungary,Monday,May 25,Pentecost Monday,National Holiday,7th Monday after Easter
hungary,Sunday,Jun 21,Father's Day,Not A Public Holiday,3rd Sunday in June. Not a public holiday
hungary,Thursday,Aug 20,Saint Stephen's Day,National Holiday,National Day
hungary,Friday,Aug 21,Saint Stephen's Day (bridge day),National Holiday,Compensated by Sat 8 Aug
hungary,Friday,Oct 23,Republic Day,National Holiday,National Holiday
hungary,Sunday,Nov 01,All Saints' Day,National Holiday,
hungary,Thursday,Dec 24,Christmas Holiday,National Holiday,Compensated by Sat 12 Dec
hungary,Friday,Dec 25,Christmas Day,National Holiday,
hungary,Saturday,Dec 26,Christmas Holiday,National Holiday,
hungary,Monday,Dec 28,Christmas Holiday,Government Holiday,Govt.
hungary,Tuesday,Dec 29,Christmas Holiday,Government Holiday,Govt.
hungary,Wednesday,Dec 30,Christmas Holiday,Government Holiday,Govt.
hungary,Thursday,Dec 31,Christmas Holiday,Government Holiday,Govt.
iceland,Thursday,Jan 01,New Year's Day,National Holiday,Flag Day
iceland,Thursday,Apr 02,Maundy Thursday,National Holiday,The Thursday before Easter Sunday
iceland,Friday,Apr 03,Good Friday,National Holiday,Flag Day
iceland,Sunday,Apr 05,Easter Sunday,National Holiday,
iceland,Monday,Apr 06,Easter Monday,National Holiday,
iceland,Thursday,Apr 23,First Day of Summer,National Holiday,Thursday after April 18th
iceland,Friday,May 01,Workers' Day,National Holiday,Flag Day
iceland,Sunday,May 10,Mother's Day,Not A Public Holiday,2nd Sunday in May
iceland,Thursday,May 14,Ascension Day,National Holiday,39 days after Easter Sunday
iceland,Sunday,May 24,Whit Sunday,National Holiday,50 Days after Easter
iceland,Monday,May 25,Whit Monday,National Holiday,7th Monday after Easter
iceland,Wednesday,Jun 17,Independence Day,National Holiday,National Day
iceland,Monday,Aug 03,Commerce Day,National Holiday,1st Monday in August
iceland,Sunday,Nov 08,Father's Day,Not A Public Holiday,2nd Sunday in November
iceland,Thursday,Dec 24,Christmas Eve,National Holiday,Afternoon Only
iceland,Friday,Dec 25,Christmas Day,National Holiday,Flag Day
iceland,Saturday,Dec 26,Second Day of Christmas,National Holiday,
iceland,Thursday,Dec 31,New Year's Eve,National Holiday,
india,Thursday,Jan 01,New Year's Day,Regional Holiday,Several states
india,Thursday,Jan 01,Gann-Ngai,Regional Holiday,Manipur
india,Friday,Jan 02,Mannam Jayanthi,Regional Holiday,Kerala
india,Friday,Jan 02,New Year Celebration,Regional Holiday,Several states
india,Saturday,Jan 03,Imam Ali's Birthday,Regional Holiday,Uttar Pradesh only
