name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Piloswine,#221,https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,"3' 07""",Swine,123.0 lbs,Ice,Ground,Fighting,Fire,Grass,Steel,#220,#221,#473,Oblivious,40,50,40,30,30,30,220,50%,50%,0,20 ,Field ,#220,(Level 33),158,Water,,,,,,,,
Corsola,#222,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.","Corsola's branches glitter very beautifully in seven colors when they catch sunlight. If any branch breaks off, this Pokémon grows it back in just one night.","2' 00""",Coral,11.0 lbs,Water,Rock,Grass,Electric,Fighting,Ground,#222,,,Natural Cure,20,30,40,30,40,20,180,25%,75%,0,20 ,"Water 1, Water 3 ",,,144,,,,,,,,,
Remoraid,#223,https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.","Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.","2' 00""",Jet,26.5 lbs,Water,,Electric,Grass,,,#223,#224,,Sniper,20,30,20,30,20,40,160,50%,50%,0,20 ,"Water 1, Water 2 ",,,60,,,,,,,,,
Octillery,#224,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.","Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.","2' 11""",Jet,62.8 lbs,Water,,Electric,Grass,,,#223,#224,,Sniper,30,50,30,50,30,30,220,50%,50%,0,20 ,"Water 1, Water 2 ",#223,(Level 25),168,,,,,,,,,
Delibird,#225,https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokémon sharing its food.","Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokémon sharing its food.","2' 11""",Delivery,35.3 lbs,Ice,Flying,Rock,Electric,Fire,Steel,#225,,,Vital Spirit,20,30,20,30,20,40,160,50%,50%,0,20 ,"Field, Water 1 ",,,116,,,,,,,,,
Mantine,#226,https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokémon is not bothered by the Remoraid that hitches rides.","On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokémon is not bothered by the Remoraid that hitches rides.","6' 11""",Kite,485.0 lbs,Water,Flying,Electric,Rock,,,#458,#226,,Water Absorb,30,20,30,40,60,40,220,50%,50%,0,25 ,Water 1 ,#458,(with Remoraid in party),170,,,,,,,,,
Skarmory,#227,https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png,"Skarmory's steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.","Skarmory is entirely encased in hard, protective armor. This Pokémon flies at close to 190 mph. It slashes foes with its wings that possess swordlike cutting edges.","5' 07""",Armor Bird,111.3 lbs,Steel,Flying,Electric,Fire,,,#227,,,Keen Eye,30,40,60,20,30,40,220,50%,50%,0,25 ,Flying ,,,163,,,,,,,,,
Houndour,#228,https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon's remarkable teamwork is unparalleled.,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon's remarkable teamwork is unparalleled.,"2' 00""",Dark,23.8 lbs,Dark,Fire,Fighting,Ground,Rock,Water,#228,#229,,Flash Fire,20,30,20,40,20,40,170,50%,50%,0,20 ,Field ,,,66,,,,,,,,,
Houndoom,#229,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.","In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.","4' 07""",Dark,77.2 lbs,Dark,Fire,Fighting,Ground,Rock,Water,#228,#229,,Flash Fire,30,50,20,50,30,50,230,50%,50%,0,20 ,Field ,#228,(Level 24),175,,,,,,,,,
Kingdra,#230,https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",Kingdra lives at extreme ocean depths that are otherwise uninhabited. It has long been believed that the yawning of this Pokémon creates spiraling ocean currents.,"5' 11""",Dragon,335.1 lbs,Water,Dragon,Dragon,Fairy,,,#116,#117,#230,Swift Swim,30,50,40,50,40,50,260,50%,50%,0,20 ,"Dragon, Water 1 ",#117,(trade holding Dragon Scale),243,,,,,,,,,
Phanpy,#231,https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.","For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.","1' 08""",Long Nose,73.9 lbs,Ground,,Grass,Ice,Water,,#231,#232,,Pickup,40,30,30,20,20,20,160,50%,50%,0,20 ,Field ,,,66,,,,,,,,,
Donphan,#232,https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.","Donphan's favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can't stop very easily.","3' 07""",Armor,264.6 lbs,Ground,,Grass,Ice,Water,,#231,#232,,Sturdy,40,60,50,30,30,30,240,50%,50%,0,20 ,Field ,#231,(Level 25),175,,,,,,,,,
Porygon2,#233,https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,"2' 00""",Virtual,71.6 lbs,Normal,,Fighting,,,,#137,#233,#474,Trace,30,40,40,50,40,30,230,,,1,20 ,Mineral ,#137,(trade holding Up Grade),180,,,,,,,,,
Stantler,#234,https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png,"Stantler's magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.","Stantler's magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.","4' 07""",Big Horn,157.0 lbs,Normal,,Fighting,,,,#234,,,Intimidate,30,50,30,40,30,50,230,50%,50%,0,20 ,Field ,,,163,,,,,,,,,
Smeargle,#235,https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.","Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.","3' 11""",Painter,127.9 lbs,Normal,,Fighting,,,,#235,,,Technician,20,10,20,10,20,40,120,50%,50%,0,20 ,Field ,,,88,,,,,,,,,
Tyrogue,#236,https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.","Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.","2' 04""",Scuffle,46.3 lbs,Fighting,,Flying,Psychic,Fairy,,#236,#106,#107,Guts,20,20,20,20,20,20,120,100%,0%,0,25 ,Undiscovered ,,,42,,#237,,,,,,,
Hitmontop,#237,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.","Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.","4' 07""",Handstand,105.8 lbs,Fighting,,Flying,Psychic,Fairy,,#236,#106,#107,Intimidate,20,50,40,20,50,40,220,100%,0%,0,25 ,Human-Like ,#236,"(Level 20, Attack = Defense)",159,,#237,,,,,,,
Smoochum,#238,https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn't become dirty.","Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn't become dirty.","1' 04""",Kiss,13.2 lbs,Ice,Psychic,Bug,Dark,Fire,Ghost,#238,#124,,Oblivious,20,20,10,40,30,40,160,0%,100%,0,25 ,Undiscovered ,,,61,Rock,,Steel,,,,,,
Elekid,#239,https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.","Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.","2' 00""",Electric,51.8 lbs,Electric,,Ground,,,,#239,#125,#466,Static,20,30,20,30,20,50,170,75%,25%,0,25 ,Undiscovered ,,,72,,,,,,,,,
Magby,#240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png,"Magby's state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.","Magby's state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.","2' 04""",Live Coal,47.2 lbs,Fire,,Ground,Rock,Water,,#240,#126,#467,Flame Body,20,40,20,30,20,50,180,75%,25%,0,25 ,Undiscovered ,,,73,,,,,,,,,
Miltank,#241,https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can't drink milk turn it into yogurt and eat it instead.,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can't drink milk turn it into yogurt and eat it instead.,"3' 11""",Milk Cow,166.4 lbs,Normal,,Fighting,,,,#241,,,Thick Fat,40,40,50,20,30,50,230,0%,100%,0,20 ,Field ,,,172,,,,,,,,,
Blissey,#242,https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.","Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.","4' 11""",Happiness,103.2 lbs,Normal,,Fighting,,,,#440,#113,#242,Natural Cure,100,10,10,40,60,30,250,0%,100%,0,40 ,Fairy ,#113,(high Friendship),608,,,,,,,,,
Raikou,#243,https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,"6' 03""",Thunder,392.4 lbs,Electric,,Ground,,,,#243,,,Pressure,40,40,30,60,40,60,270,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Entei,#244,https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,"6' 11""",Volcano,436.5 lbs,Fire,,Ground,Rock,Water,,#244,,,Pressure,50,60,40,40,30,50,270,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Suicune,#245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,"6' 07""",Aurora,412.3 lbs,Water,,Electric,Grass,,,#245,,,Pressure,40,40,50,40,50,50,270,,,1,80 ,Undiscovered ,,,261,,,,,,,,,
Larvitar,#246,https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.","Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.","2' 00""",Rock Skin,158.7 lbs,Rock,Ground,Grass,Water,Fighting,Ground,#246,#247,#248,Guts,20,30,20,20,20,20,130,50%,50%,0,40 ,Monster ,,,60,Ice,,Steel,,,,,,
