FNT 1010, Fontana, Fontana, 
BBG 1330, Birżebbuġa, Birżebbuġa, 
BBG 1334, Birżebbuġa, Birżebbuġa, 
BBG 1335, Birżebbuġa, Birżebbuġa, 
BBG 1501, Birżebbuġa, Birżebbuġa, 
BBG 1502, Birżebbuġa, Birżebbuġa, 
BBG 1503, Birżebbuġa, Birżebbuġa, 
BBG 1504, Birżebbuġa, Birżebbuġa, 
BBG 1505, Birżebbuġa, Birżebbuġa, 
BBG 1506, Birżebbuġa, Birżebbuġa, 
BBG 1507, Birżebbuġa, Birżebbuġa, 
BBG 1508, Birżebbuġa, Birżebbuġa, 
BBG 1509, Birżebbuġa, Birżebbuġa, 
BBG 1510, Birżebbuġa, Birżebbuġa, 
BBG 1511, Birżebbuġa, Birżebbuġa, 
BBG 1512, Birżebbuġa, Birżebbuġa, 
BBG 1513, Birżebbuġa, Birżebbuġa, 
BBG 1530, Birżebbuġa, Birżebbuġa, 
BBG 1532, Birżebbuġa, Birżebbuġa, 
BBG 1543, Birżebbuġa, Birżebbuġa, 
BBG 1600, Birżebbuġa, Birżebbuġa, 
BBG 1601, Birżebbuġa, Birżebbuġa, 
BBG 1602, Birżebbuġa, Birżebbuġa, 
BBG 1603, Birżebbuġa, Birżebbuġa, 
BBG 1604, Birżebbuġa, Birżebbuġa, 
BBG 1606, Birżebbuġa, Birżebbuġa, 
BBG 1607, Birżebbuġa, Birżebbuġa, 
BBG 1612, Birżebbuġa, Birżebbuġa, 
BBG 1703, Birżebbuġa, Birżebbuġa, 
BBG 1750, Birżebbuġa, Birżebbuġa, 
BBG 1751, Birżebbuġa, Birżebbuġa, 
BBG 1752, Birżebbuġa, Birżebbuġa, 
BBG 1753, Birżebbuġa, Birżebbuġa, 
BBG 1754, Birżebbuġa, Birżebbuġa, 
BBG 1755, Birżebbuġa, Birżebbuġa, 
BBG 1756, Birżebbuġa, Birżebbuġa, 
BBG 1757, Birżebbuġa, Birżebbuġa, 
BBG 1758, Birżebbuġa, Birżebbuġa, 
BBG 1759, Birżebbuġa, Birżebbuġa, 
BBG 1820, Birżebbuġa, Birżebbuġa, 
BBG 1821, Birżebbuġa, Birżebbuġa, 
BBG 1850, Birżebbuġa, Birżebbuġa, 
BBG 1851, Birżebbuġa, Birżebbuġa, 
BBG 1852, Birżebbuġa, Birżebbuġa, 
BBG 1853, Birżebbuġa, Birżebbuġa, 
BBG 2120, Birżebbuġa, Birżebbuġa, 
BBG 2121, Birżebbuġa, Birżebbuġa, 
BBG 2122, Birżebbuġa, Birżebbuġa, 
BBG 2260, Birżebbuġa, Birżebbuġa, 
BBG 2261, Birżebbuġa, Birżebbuġa, 
BBG 2262, Birżebbuġa, Birżebbuġa, 
BBG 2263, Birżebbuġa, Birżebbuġa, 
BBG 2300, Birżebbuġa, Birżebbuġa, 
BBG 2301, Birżebbuġa, Birżebbuġa, 
BBG 2302, Birżebbuġa, Birżebbuġa, 
BBG 2303, Birżebbuġa, Birżebbuġa, 
BBG 2304, Birżebbuġa, Birżebbuġa, 
BBG 2305, Birżebbuġa, Birżebbuġa, 
BBG 2306, Birżebbuġa, Birżebbuġa, 
BBG 2307, Birżebbuġa, Birżebbuġa, 
BBG 2310, Birżebbuġa, Birżebbuġa, 
BBG 2311, Birżebbuġa, Birżebbuġa, 
BBG 2312, Birżebbuġa, Birżebbuġa, 
BBG 2330, Birżebbuġa, Birżebbuġa, 
BBG 2331, Birżebbuġa, Birżebbuġa, 
BBG 2380, Birżebbuġa, Birżebbuġa, 
BBG 2381, Birżebbuġa, Birżebbuġa, 
BBG 2382, Birżebbuġa, Birżebbuġa, 
BBG 2520, Birżebbuġa, Birżebbuġa, 
BBG 2521, Birżebbuġa, Birżebbuġa, 
BBG 2522, Birżebbuġa, Birżebbuġa, 
BBG 2523, Birżebbuġa, Birżebbuġa, 
BBG 2540, Birżebbuġa, Birżebbuġa, 
BBG 2541, Birżebbuġa, Birżebbuġa, 
BBG 2551, Birżebbuġa, Birżebbuġa, 
BBG 2553, Birżebbuġa, Birżebbuġa, 
BBG 2580, Birżebbuġa, Birżebbuġa, 
BBG 2630, Birżebbuġa, Birżebbuġa, 
BBG 2631, Birżebbuġa, Birżebbuġa, 
BBG 2632, Birżebbuġa, Birżebbuġa, 
BBG 2633, Birżebbuġa, Birżebbuġa, 
BBG 2640, Birżebbuġa, Birżebbuġa, 
BBG 2642, Birżebbuġa, Birżebbuġa, 
BBG 2660, Birżebbuġa, Birżebbuġa, 
BBG 2662, Birżebbuġa, Birżebbuġa, 
BBG 2731, Birżebbuġa, Birżebbuġa, 
BBG 2732, Birżebbuġa, Birżebbuġa, 
BBG 2733, Birżebbuġa, Birżebbuġa, 
BBG 2740, Birżebbuġa, Birżebbuġa, 
BBG 2741, Birżebbuġa, Birżebbuġa, 
BBG 2780, Birżebbuġa, Birżebbuġa, 
BBG 2782, Birżebbuġa, Birżebbuġa, 
BBG 3043, Birżebbuġa, Birżebbuġa, 
BBG 3044, Birżebbuġa, Birżebbuġa, 
BBG 3045, Birżebbuġa, Birżebbuġa, 
BBG 3211, Birżebbuġa, Birżebbuġa, 
BBG 9014, Birżebbuġa, Birżebbuġa, 
BBG 9015, Birżebbuġa, Birżebbuġa, 
BBG 9018, Birżebbuġa, Birżebbuġa, 
BBG 9019, Birżebbuġa, Birżebbuġa, 
BBG 9020, Birżebbuġa, Birżebbuġa, 
BBG 9034, Birżebbuġa, Birżebbuġa, 
BBG 3010, Kalafrana, Birżebbuġa, 
BBG 3011, Kalafrana, Birżebbuġa, 
BBG 1120, Qajjenza, Birżebbuġa, 
BBG 1121, Qajjenza, Birżebbuġa, 
BBG 1141, Qajjenza, Birżebbuġa, 
BBG 1142, Qajjenza, Birżebbuġa, 
BBG 1143, Qajjenza, Birżebbuġa, 
BBG 1144, Qajjenza, Birżebbuġa, 
BBG 1145, Qajjenza, Birżebbuġa, 
BBG 1146, Qajjenza, Birżebbuġa, 
BBG 1147, Qajjenza, Birżebbuġa, 
BBG 1151, Qajjenza, Birżebbuġa, 
BBG 1170, Qajjenza, Birżebbuġa, 
BBG 1180, Qajjenza, Birżebbuġa, 
BBG 1190, Qajjenza, Birżebbuġa, 
BBG 1191, Qajjenza, Birżebbuġa, 
BBG 1200, Qajjenza, Birżebbuġa, 
BBG 1201, Qajjenza, Birżebbuġa, 
BBG 1202, Qajjenza, Birżebbuġa, 
BBG 1203, Qajjenza, Birżebbuġa, 
BBG 1204, Qajjenza, Birżebbuġa, 
BBG 1205, Qajjenza, Birżebbuġa, 
BBG 1207, Qajjenza, Birżebbuġa, 
BBG 1211, Qajjenza, Birżebbuġa, 
BBG 1213, Qajjenza, Birżebbuġa, 
BBG 1215, Qajjenza, Birżebbuġa, 
BBG 1230, Qajjenza, Birżebbuġa, 
BBG 1231, Qajjenza, Birżebbuġa, 
BBG 1232, Qajjenza, Birżebbuġa, 
BBG 1233, Qajjenza, Birżebbuġa, 
BBG 1234, Qajjenza, Birżebbuġa, 
BBG 1235, Qajjenza, Birżebbuġa, 
BBG 1240, Qajjenza, Birżebbuġa, 
BBG 1242, Qajjenza, Birżebbuġa, 
BBG 1243, Qajjenza, Birżebbuġa, 
BBG 1244, Qajjenza, Birżebbuġa, 
BBG 1245, Qajjenza, Birżebbuġa, 
BBG 1246, Qajjenza, Birżebbuġa, 
BBG 1247, Qajjenza, Birżebbuġa, 
BBG 1250, Qajjenza, Birżebbuġa, 
BBG 1251, Qajjenza, Birżebbuġa, 
BBG 1252, Qajjenza, Birżebbuġa, 
BBG 1253, Qajjenza, Birżebbuġa, 
BBG 1254, Qajjenza, Birżebbuġa, 
BBG 1255, Qajjenza, Birżebbuġa, 
BBG 1260, Qajjenza, Birżebbuġa, 
BBG 1261, Qajjenza, Birżebbuġa, 
BBG 1262, Qajjenza, Birżebbuġa, 
BBG 1263, Qajjenza, Birżebbuġa, 
BBG 1270, Qajjenza, Birżebbuġa, 
BBG 1271, Qajjenza, Birżebbuġa, 
BBG 1272, Qajjenza, Birżebbuġa, 
BBG 1273, Qajjenza, Birżebbuġa, 
BBG 1281, Qajjenza, Birżebbuġa, 
BBG 1282, Qajjenza, Birżebbuġa, 
BBG 1283, Qajjenza, Birżebbuġa, 
BBG 1310, Qajjenza, Birżebbuġa, 
BBG 1312, Qajjenza, Birżebbuġa, 
BBG 3000, Ħal Far, Birżebbuġa, 
BBG 3200, Ħal Far, Birżebbuġa, 
BBG 3220, Ħal Far, Birżebbuġa, 
BML 1010, Bormla, Bormla, 
BML 1012, Bormla, Bormla, 
BML 1014, Bormla, Bormla, 
BML 1016, Bormla, Bormla, 
BML 1022, Bormla, Bormla, 
BML 1030, Bormla, Bormla, 
BML 1031, Bormla, Bormla, 
BML 1040, Bormla, Bormla, 
BML 1041, Bormla, Bormla, 
BML 1042, Bormla, Bormla, 
BML 1043, Bormla, Bormla, 
BML 1050, Bormla, Bormla, 
BML 1070, Bormla, Bormla, 
BML 1071, Bormla, Bormla, 
BML 1080, Bormla, Bormla, 
BML 1120, Bormla, Bormla, 
BML 1121, Bormla, Bormla, 
BML 1130, Bormla, Bormla, 
BML 1131, Bormla, Bormla, 
BML 1201, Bormla, Bormla, 
BML 1202, Bormla, Bormla, 
BML 1203, Bormla, Bormla, 
BML 1220, Bormla, Bormla, 
BML 1221, Bormla, Bormla, 
BML 1260, Bormla, Bormla, 
BML 1261, Bormla, Bormla, 
BML 1270, Bormla, Bormla, 
BML 1271, Bormla, Bormla, 
BML 1300, Bormla, Bormla, 
BML 1301, Bormla, Bormla, 
BML 1302, Bormla, Bormla, 
BML 1303, Bormla, Bormla, 
BML 1304, Bormla, Bormla, 
BML 1305, Bormla, Bormla, 
BML 1307, Bormla, Bormla, 
BML 1309, Bormla, Bormla, 
BML 1330, Bormla, Bormla, 
BML 1331, Bormla, Bormla, 
BML 1350, Bormla, Bormla, 
BML 1430, Bormla, Bormla, 
BML 1431, Bormla, Bormla, 
BML 1432, Bormla, Bormla, 
BML 1434, Bormla, Bormla, 
BML 1435, Bormla, Bormla, 
BML 1510, Bormla, Bormla, 
BML 1511, Bormla, Bormla, 
BML 1520, Bormla, Bormla, 
BML 1531, Bormla, Bormla, 
BML 1560, Bormla, Bormla, 
BML 1561, Bormla, Bormla, 
BML 1562, Bormla, Bormla, 
BML 1563, Bormla, Bormla, 
BML 1564, Bormla, Bormla, 
BML 1565, Bormla, Bormla, 
BML 1601, Bormla, Bormla, 
BML 1602, Bormla, Bormla, 
BML 1603, Bormla, Bormla, 
BML 1611, Bormla, Bormla, 
BML 1612, Bormla, Bormla, 
BML 1613, Bormla, Bormla, 
BML 1614, Bormla, Bormla, 
BML 1615, Bormla, Bormla, 
BML 1616, Bormla, Bormla, 
BML 1617, Bormla, Bormla, 
BML 1618, Bormla, Bormla, 
BML 1619, Bormla, Bormla, 
BML 1620, Bormla, Bormla, 
BML 1621, Bormla, Bormla, 
BML 1622, Bormla, Bormla, 
BML 1623, Bormla, Bormla, 
BML 1670, Bormla, Bormla, 
BML 1671, Bormla, Bormla, 
BML 1690, Bormla, Bormla, 
BML 1691, Bormla, Bormla, 
BML 1720, Bormla, Bormla, 
BML 1723, Bormla, Bormla, 
BML 1726, Bormla, Bormla, 
BML 1731, Bormla, Bormla, 
BML 1732, Bormla, Bormla, 
BML 1733, Bormla, Bormla, 
BML 1734, Bormla, Bormla, 
BML 1735, Bormla, Bormla, 
BML 1736, Bormla, Bormla, 
BML 1740, Bormla, Bormla, 
BML 1741, Bormla, Bormla, 
BML 1742, Bormla, Bormla, 
BML 1743, Bormla, Bormla, 
BML 1747, Bormla, Bormla, 
BML 1748, Bormla, Bormla, 
BML 1749, Bormla, Bormla, 
BML 1750, Bormla, Bormla, 
BML 1751, Bormla, Bormla, 
BML 1753, Bormla, Bormla, 
BML 1800, Bormla, Bormla, 
BML 1802, Bormla, Bormla, 
BML 1900, Bormla, Bormla, 
BML 1910, Bormla, Bormla, 
BML 1911, Bormla, Bormla, 
BML 1912, Bormla, Bormla, 
BML 1913, Bormla, Bormla, 
BML 1914, Bormla, Bormla, 
BML 1915, Bormla, Bormla, 
BML 1916, Bormla, Bormla, 
BML 1917, Bormla, Bormla, 
BML 1918, Bormla, Bormla, 
BML 1941, Bormla, Bormla, 
BML 2031, Bormla, Bormla, 
BML 2040, Bormla, Bormla, 
BML 2041, Bormla, Bormla, 
BML 2042, Bormla, Bormla, 
BML 2043, Bormla, Bormla, 
BML 2060, Bormla, Bormla, 
BML 2061, Bormla, Bormla, 
BML 2062, Bormla, Bormla, 
BML 2063, Bormla, Bormla, 
BML 2064, Bormla, Bormla, 
BML 2065, Bormla, Bormla, 
BML 2080, Bormla, Bormla, 
BML 2081, Bormla, Bormla, 
BML 2082, Bormla, Bormla, 
BML 2083, Bormla, Bormla, 
BML 2084, Bormla, Bormla, 
BML 2085, Bormla, Bormla, 
BML 2086, Bormla, Bormla, 
BML 2087, Bormla, Bormla, 
BML 2088, Bormla, Bormla, 
BML 2090, Bormla, Bormla, 
BML 2091, Bormla, Bormla, 
BML 2100, Bormla, Bormla, 
BML 2101, Bormla, Bormla, 
BML 2102, Bormla, Bormla, 
BML 2103, Bormla, Bormla, 
BML 2104, Bormla, Bormla, 
BML 2105, Bormla, Bormla, 
BML 2140, Bormla, Bormla, 
BML 2141, Bormla, Bormla, 
BML 2142, Bormla, Bormla, 
BML 2200, Bormla, Bormla, 
BML 2214, Bormla, Bormla, 
BML 2221, Bormla, Bormla, 
BML 2242, Bormla, Bormla, 
BML 2250, Bormla, Bormla, 
BML 2300, Bormla, Bormla, 
BML 2310, Bormla, Bormla, 
BML 2320, Bormla, Bormla, 
BML 2321, Bormla, Bormla, 
BML 2322, Bormla, Bormla, 
BML 2330, Bormla, Bormla, 
BML 2331, Bormla, Bormla, 
BML 2340, Bormla, Bormla, 
BML 2341, Bormla, Bormla, 
BML 2342, Bormla, Bormla, 
BML 2343, Bormla, Bormla, 
BML 2344, Bormla, Bormla, 
BML 2345, Bormla, Bormla, 
BML 2346, Bormla, Bormla, 
BML 2347, Bormla, Bormla, 
BML 9050, Bormla, Bormla, 
BML 9051, Bormla, Bormla, 
BML 9052, Bormla, Bormla, 
BML 9053, Bormla, Bormla, 
BML 9054, Bormla, Bormla, 
BML 9055, Bormla, Bormla, 
BML 9056, Bormla, Bormla, 
BML 9057, Bormla, Bormla, 
BML 9058, Bormla, Bormla, 
BML 9059, Bormla, Bormla, 
DGL 1010, Dingli, Dingli, 
DGL 1011, Dingli, Dingli, 
DGL 1012, Dingli, Dingli, 
DGL 1013, Dingli, Dingli, 
DGL 1014, Dingli, Dingli, 
DGL 1020, Dingli, Dingli, 
DGL 1030, Dingli, Dingli, 
DGL 1031, Dingli, Dingli, 
DGL 1032, Dingli, Dingli, 
DGL 1033, Dingli, Dingli, 
DGL 1060, Dingli, Dingli, 
DGL 1061, Dingli, Dingli, 
DGL 1070, Dingli, Dingli, 
DGL 1071, Dingli, Dingli, 
DGL 1072, Dingli, Dingli, 
DGL 1073, Dingli, Dingli, 
DGL 1080, Dingli, Dingli, 
DGL 1081, Dingli, Dingli, 
DGL 1083, Dingli, Dingli, 
DGL 1090, Dingli, Dingli, 
DGL 1091, Dingli, Dingli, 
DGL 1100, Dingli, Dingli, 
DGL 1101, Dingli, Dingli, 
DGL 1110, Dingli, Dingli, 
DGL 1111, Dingli, Dingli, 
DGL 1112, Dingli, Dingli, 
DGL 1113, Dingli, Dingli, 
DGL 1115, Dingli, Dingli, 
DGL 1116, Dingli, Dingli, 
DGL 1117, Dingli, Dingli, 
DGL 1118, Dingli, Dingli, 
DGL 1119, Dingli, Dingli, 
DGL 1141, Dingli, Dingli, 
DGL 1152, Dingli, Dingli, 
DGL 1153, Dingli, Dingli, 
DGL 1173, Dingli, Dingli, 
DGL 1175, Dingli, Dingli, 
DGL 1200, Dingli, Dingli, 
DGL 1201, Dingli, Dingli, 
DGL 1220, Dingli, Dingli, 
DGL 1221, Dingli, Dingli, 
DGL 1222, Dingli, Dingli, 
DGL 1223, Dingli, Dingli, 
DGL 1240, Dingli, Dingli, 
DGL 1241, Dingli, Dingli, 
DGL 1280, Dingli, Dingli, 
DGL 1281, Dingli, Dingli, 
DGL 1282, Dingli, Dingli, 
DGL 1301, Dingli, Dingli, 
DGL 1303, Dingli, Dingli, 
DGL 1305, Dingli, Dingli, 
DGL 1307, Dingli, Dingli, 
DGL 1309, Dingli, Dingli, 
DGL 1311, Dingli, Dingli, 
DGL 1313, Dingli, Dingli, 
DGL 1314, Dingli, Dingli, 
DGL 1320, Dingli, Dingli, 
DGL 1321, Dingli, Dingli, 
DGL 1330, Dingli, Dingli, 
DGL 1331, Dingli, Dingli, 
DGL 1340, Dingli, Dingli, 
DGL 1342, Dingli, Dingli, 
DGL 1343, Dingli, Dingli, 
DGL 1344, Dingli, Dingli, 
DGL 1346, Dingli, Dingli, 
DGL 1350, Dingli, Dingli, 
DGL 1351, Dingli, Dingli, 
DGL 1354, Dingli, Dingli, 
DGL 1361, Dingli, Dingli, 
DGL 1362, Dingli, Dingli, 
DGL 1363, Dingli, Dingli, 
DGL 1365, Dingli, Dingli, 
DGL 1367, Dingli, Dingli, 
DGL 1370, Dingli, Dingli, 
DGL 1371, Dingli, Dingli, 
DGL 1380, Dingli, Dingli, 
DGL 1382, Dingli, Dingli, 
DGL 1384, Dingli, Dingli, 
DGL 1386, Dingli, Dingli, 
DGL 1388, Dingli, Dingli, 
DGL 1390, Dingli, Dingli, 
DGL 1391, Dingli, Dingli, 
DGL 1441, Dingli, Dingli, 
DGL 1500, Dingli, Dingli, 
DGL 1501, Dingli, Dingli, 
DGL 1503, Dingli, Dingli, 
DGL 1505, Dingli, Dingli, 
DGL 1510, Dingli, Dingli, 
DGL 1511, Dingli, Dingli, 
DGL 1512, Dingli, Dingli, 
DGL 1521, Dingli, Dingli, 
DGL 1530, Dingli, Dingli, 
DGL 1531, Dingli, Dingli, 
DGL 1532, Dingli, Dingli, 
DGL 1533, Dingli, Dingli, 
DGL 1540, Dingli, Dingli, 
DGL 1541, Dingli, Dingli, 
DGL 1542, Dingli, Dingli, 
DGL 1543, Dingli, Dingli, 
DGL 1551, Dingli, Dingli, 
DGL 1552, Dingli, Dingli, 
DGL 1553, Dingli, Dingli, 
DGL 1554, Dingli, Dingli, 
DGL 1555, Dingli, Dingli, 
DGL 1557, Dingli, Dingli, 
DGL 1570, Dingli, Dingli, 
DGL 1572, Dingli, Dingli, 
DGL 1574, Dingli, Dingli, 
DGL 1575, Dingli, Dingli, 
DGL 1576, Dingli, Dingli, 
DGL 1577, Dingli, Dingli, 
DGL 1579, Dingli, Dingli, 
DGL 1580, Dingli, Dingli, 
DGL 1582, Dingli, Dingli, 
DGL 1583, Dingli, Dingli, 
DGL 1590, Dingli, Dingli, 
DGL 1591, Dingli, Dingli, 
DGL 1592, Dingli, Dingli, 
DGL 1593, Dingli, Dingli, 
DGL 1594, Dingli, Dingli, 
DGL 1595, Dingli, Dingli, 
DGL 1601, Dingli, Dingli, 
DGL 1681, Dingli, Dingli, 
DGL 1683, Dingli, Dingli, 
DGL 1685, Dingli, Dingli, 
DGL 1686, Dingli, Dingli, 
DGL 1711, Dingli, Dingli, 
DGL 1714, Dingli, Dingli, 
DGL 1715, Dingli, Dingli, 
DGL 1716, Dingli, Dingli, 
DGL 1717, Dingli, Dingli, 
DGL 1718, Dingli, Dingli, 
DGL 1719, Dingli, Dingli, 
DGL 1731, Dingli, Dingli, 
DGL 1732, Dingli, Dingli, 
DGL 1734, Dingli, Dingli, 
DGL 1741, Dingli, Dingli, 
DGL 1743, Dingli, Dingli, 
DGL 1750, Dingli, Dingli, 
DGL 1751, Dingli, Dingli, 
DGL 1755, Dingli, Dingli, 
DGL 1756, Dingli, Dingli, 
DGL 1757, Dingli, Dingli, 
DGL 1770, Dingli, Dingli, 
DGL 1780, Dingli, Dingli, 
DGL 1800, Dingli, Dingli, 
DGL 1830, Dingli, Dingli, 
DGL 1831, Dingli, Dingli, 
DGL 1832, Dingli, Dingli, 
DGL 1833, Dingli, Dingli, 
DGL 1834, Dingli, Dingli, 
DGL 1835, Dingli, Dingli, 
DGL 1836, Dingli, Dingli, 
DGL 1837, Dingli, Dingli, 
DGL 1838, Dingli, Dingli, 
DGL 1839, Dingli, Dingli, 
DGL 1840, Dingli, Dingli, 
DGL 1841, Dingli, Dingli, 
DGL 1842, Dingli, Dingli, 
DGL 1850, Dingli, Dingli, 
DGL 1860, Dingli, Dingli, 
DGL 1861, Dingli, Dingli, 
DGL 1870, Dingli, Dingli, 
DGL 1871, Dingli, Dingli, 
DGL 1880, Dingli, Dingli, 
DGL 1881, Dingli, Dingli, 
DGL 1900, Dingli, Dingli, 
DGL 1901, Dingli, Dingli, 
DGL 1903, Dingli, Dingli, 
DGL 1907, Dingli, Dingli, 
DGL 1909, Dingli, Dingli, 
DGL 1951, Dingli, Dingli, 
DGL 1960, Dingli, Dingli, 
DGL 1961, Dingli, Dingli, 
DGL 2025, Dingli, Dingli, 
DGL 2101, Dingli, Dingli, 
DGL 2102, Dingli, Dingli, 
DGL 2103, Dingli, Dingli, 
DGL 2104, Dingli, Dingli, 
DGL 2110, Dingli, Dingli, 
DGL 2111, Dingli, Dingli, 
DGL 2120, Dingli, Dingli, 
DGL 2141, Dingli, Dingli, 
DGL 2160, Dingli, Dingli, 
DGL 2402, Dingli, Dingli, 
DGL 2410, Dingli, Dingli, 
DGL 2411, Dingli, Dingli, 
DGL 2412, Dingli, Dingli, 
DGL 2413, Dingli, Dingli, 
DGL 2700, Dingli, Dingli, 
DGL 2701, Dingli, Dingli, 
DGL 2702, Dingli, Dingli, 
DGL 2706, Dingli, Dingli, 
DGL 2707, Dingli, Dingli, 
DGL 2708, Dingli, Dingli, 
DGL 2709, Dingli, Dingli, 
DGL 9010, Dingli, Dingli, 
DGL 9014, Dingli, Dingli, 
DGL 9015, Dingli, Dingli, 
DGL 9016, Dingli, Dingli, 
DGL 9017, Dingli, Dingli, 
DGL 9018, Dingli, Dingli, 
DGL 9019, Dingli, Dingli, 
FGR 1010, Fgura, Fgura, 
FGR 1011, Fgura, Fgura, 
FGR 1012, Fgura, Fgura, 
FGR 1013, Fgura, Fgura, 
FGR 1014, Fgura, Fgura, 
FGR 1015, Fgura, Fgura, 
FGR 1016, Fgura, Fgura, 
FGR 1017, Fgura, Fgura, 
FGR 1018, Fgura, Fgura, 
FGR 1019, Fgura, Fgura, 
FGR 1050, Fgura, Fgura, 
FGR 1052, Fgura, Fgura, 
FGR 1053, Fgura, Fgura, 
FGR 1110, Fgura, Fgura, 
FGR 1112, Fgura, Fgura, 
FGR 1113, Fgura, Fgura, 
FGR 1114, Fgura, Fgura, 
FGR 1115, Fgura, Fgura, 
FGR 1131, Fgura, Fgura, 
FGR 1133, Fgura, Fgura, 
FGR 1137, Fgura, Fgura, 
FGR 1139, Fgura, Fgura, 
FGR 1220, Fgura, Fgura, 
FGR 1221, Fgura, Fgura, 
FGR 1222, Fgura, Fgura, 
FGR 1223, Fgura, Fgura, 
FGR 1231, Fgura, Fgura, 
FGR 1260, Fgura, Fgura, 
FGR 1261, Fgura, Fgura, 
FGR 1262, Fgura, Fgura, 
FGR 1263, Fgura, Fgura, 
FGR 1264, Fgura, Fgura, 
FGR 1265, Fgura, Fgura, 
FGR 1266, Fgura, Fgura, 
FGR 1267, Fgura, Fgura, 
FGR 1268, Fgura, Fgura, 
FGR 1269, Fgura, Fgura, 
FGR 1290, Fgura, Fgura, 
FGR 1291, Fgura, Fgura, 
FGR 1292, Fgura, Fgura, 
FGR 1293, Fgura, Fgura, 
FGR 1320, Fgura, Fgura, 
FGR 1321, Fgura, Fgura, 
FGR 1360, Fgura, Fgura, 
FGR 1361, Fgura, Fgura, 
FGR 1450, Fgura, Fgura, 
FGR 1451, Fgura, Fgura, 
FGR 1470, Fgura, Fgura, 
FGR 1472, Fgura, Fgura, 
FGR 1474, Fgura, Fgura, 
FGR 1490, Fgura, Fgura, 
FGR 1631, Fgura, Fgura, 
FGR 1720, Fgura, Fgura, 
FGR 1721, Fgura, Fgura, 
FGR 1731, Fgura, Fgura, 
FGR 1732, Fgura, Fgura, 
FGR 1760, Fgura, Fgura, 
FGR 1761, Fgura, Fgura, 
FGR 1780, Fgura, Fgura, 
FGR 1781, Fgura, Fgura, 
FGR 1782, Fgura, Fgura, 
FGR 1783, Fgura, Fgura, 
FGR 1930, Fgura, Fgura, 
FGR 1931, Fgura, Fgura, 
FGR 1932, Fgura, Fgura, 
FGR 1933, Fgura, Fgura, 
FGR 2010, Fgura, Fgura, 
FGR 2011, Fgura, Fgura, 
FGR 2012, Fgura, Fgura, 
FGR 2013, Fgura, Fgura, 
FGR 2014, Fgura, Fgura, 
FGR 2015, Fgura, Fgura, 
FGR 2016, Fgura, Fgura, 
FGR 2017, Fgura, Fgura, 
FGR 2018, Fgura, Fgura, 
FGR 2019, Fgura, Fgura, 
FGR 2150, Fgura, Fgura, 
FGR 2151, Fgura, Fgura, 
FGR 2152, Fgura, Fgura, 
FGR 2153, Fgura, Fgura, 
FGR 2154, Fgura, Fgura, 
FGR 2155, Fgura, Fgura, 
FGR 2160, Fgura, Fgura, 
FGR 2161, Fgura, Fgura, 
FGR 2162, Fgura, Fgura, 
FGR 2163, Fgura, Fgura, 
FGR 9030, Fgura, Fgura, 
FGR 9032, Fgura, Fgura, 
FGR 9035, Fgura, Fgura, 
FGR 9036, Fgura, Fgura, 
FGR 9037, Fgura, Fgura, 
FGR 9038, Fgura, Fgura, 
FGR 9039, Fgura, Fgura, 
FRN 1050, Floriana, Floriana, 
FRN 1051, Floriana, Floriana, 
FRN 1052, Floriana, Floriana, 
FRN 1053, Floriana, Floriana, 
FRN 1080, Floriana, Floriana, 
FRN 1081, Floriana, Floriana, 
FRN 1082, Floriana, Floriana, 
FRN 1083, Floriana, Floriana, 
FRN 1100, Floriana, Floriana, 
FRN 1101, Floriana, Floriana, 
FRN 1102, Floriana, Floriana, 
FRN 1103, Floriana, Floriana, 
FRN 1104, Floriana, Floriana, 
FRN 1105, Floriana, Floriana, 
FRN 1106, Floriana, Floriana, 
FRN 1107, Floriana, Floriana, 
FRN 1108, Floriana, Floriana, 
FRN 1109, Floriana, Floriana, 
FRN 1130, Floriana, Floriana, 
FRN 1131, Floriana, Floriana, 
FRN 1132, Floriana, Floriana, 
FRN 1133, Floriana, Floriana, 
FRN 1134, Floriana, Floriana, 
FRN 1135, Floriana, Floriana, 
FRN 1136, Floriana, Floriana, 
FRN 1137, Floriana, Floriana, 
FRN 1140, Floriana, Floriana, 
FRN 1141, Floriana, Floriana, 
FRN 1142, Floriana, Floriana, 
FRN 1143, Floriana, Floriana, 
FRN 1150, Floriana, Floriana, 
FRN 1151, Floriana, Floriana, 
FRN 1152, Floriana, Floriana, 
FRN 1153, Floriana, Floriana, 
FRN 1154, Floriana, Floriana, 
FRN 1155, Floriana, Floriana, 
FRN 1170, Floriana, Floriana, 
FRN 1171, Floriana, Floriana, 
FRN 1172, Floriana, Floriana, 
FRN 1173, Floriana, Floriana, 
FRN 1176, Floriana, Floriana, 
FRN 1177, Floriana, Floriana, 
FRN 1178, Floriana, Floriana, 
FRN 1180, Floriana, Floriana, 
FRN 1181, Floriana, Floriana, 
FRN 1182, Floriana, Floriana, 
FRN 1183, Floriana, Floriana, 
FRN 1200, Floriana, Floriana, 
FRN 1201, Floriana, Floriana, 
FRN 1210, Floriana, Floriana, 
FRN 1211, Floriana, Floriana, 
FRN 1230, Floriana, Floriana, 
FRN 1230, Floriana, Floriana, 
FRN 1231, Floriana, Floriana, 
FRN 1270, Floriana, Floriana, 
FRN 1400, Floriana, Floriana, 
FRN 1420, Floriana, Floriana, 
